test.group,test.fold,train.groups,coef,variable
CN,8,all,-0.00471875776237311,K00021
CN,8,all,-0.00355847805921074,K00040
CN,8,all,0.0217374324894322,K00043
CN,8,all,-2.37435921462228e-05,K00046
CN,8,all,0.000190147442534592,K00061
CN,8,all,-0.00145364606325997,K00082
CN,8,all,-0.00119890499161453,K00100
CN,8,all,-0.000568296173616982,K00122
CN,8,all,-0.00281908431599638,K00171
CN,8,all,0.0152204965318537,K00222
CN,8,all,-0.00125916482084445,K00241
CN,8,all,0.00284453554066124,K00255
CN,8,all,-0.000895433093192232,K00262
CN,8,all,0.00260345681186355,K00270
CN,8,all,0.0495776561281444,K00298
CN,8,all,-0.000658063384676446,K00371
CN,8,all,-0.000959909134254887,K00374
CN,8,all,-0.0104147302457341,K00385
CN,8,all,-0.000708802138655526,K00423
CN,8,all,0.00368317227791472,K00430
CN,8,all,-0.00101417203911316,K00455
CN,8,all,3.61190610748765e-05,K00461
CN,8,all,-0.00838999358270554,K00474
CN,8,all,0.000395770949619409,K00483
CN,8,all,0.00485602703067605,K00533
CN,8,all,0.00749831571188491,K00534
CN,8,all,-0.00360845883028934,K00561
CN,8,all,-0.00311122798609596,K00630
CN,8,all,0.0096201495593319,K00686
CN,8,all,-4.48935136651524e-05,K00697
CN,8,all,0.00548324861355136,K00737
CN,8,all,0.00273067680066918,K00766
CN,8,all,0.000870551951430918,K00767
CN,8,all,0.0189185900784041,K00785
CN,8,all,0.00125579991561552,K00794
CN,8,all,-0.012055495883023,K00827
CN,8,all,-0.00185439827751098,K00855
CN,8,all,0.000238861332042192,K00857
CN,8,all,-0.00221966538363929,K00858
CN,8,all,-5.17418889421802e-05,K00874
CN,8,all,0.000709183183967319,K00895
CN,8,all,0.000891965211862394,K00899
CN,8,all,0.0169273522022325,K00927
CN,8,all,-1.42465810152968e-05,K00933
CN,8,all,-3.01198316766682e-06,K00946
CN,8,all,0.000157821134691485,K00956
CN,8,all,-0.0011052539369443,K00978
CN,8,all,0.00355159501023007,K00998
CN,8,all,0.00185140212642654,K01028
CN,8,all,0.00109150064053242,K01029
CN,8,all,-0.000675357038946325,K01045
CN,8,all,0.000633218067289568,K01060
CN,8,all,-0.00202327528643537,K01073
CN,8,all,0.000547161828528213,K01104
CN,8,all,-0.00799972945853399,K01117
CN,8,all,0.0103012397038794,K01150
CN,8,all,0.000110742902320394,K01167
CN,8,all,-0.0145260081889279,K01188
CN,8,all,0.000497329310369402,K01191
CN,8,all,0.0111675468337283,K01202
CN,8,all,-0.0117412814910347,K01216
CN,8,all,0.000300176301503765,K01236
CN,8,all,3.40886425874045e-06,K01270
CN,8,all,-0.0177030017441718,K01312
CN,8,all,0.0563517407592063,K01347
CN,8,all,0.00580486618158056,K01387
CN,8,all,-0.00310223043502061,K01389
CN,8,all,-0.000237672907177521,K01408
CN,8,all,-0.0012278028804254,K01417
CN,8,all,0.000319780502519182,K01482
CN,8,all,-1.80467534824836e-05,K01497
CN,8,all,0.000262657146148489,K01507
CN,8,all,-0.000899433792289129,K01547
CN,8,all,-0.00525361775704906,K01663
CN,8,all,0.000802135431292988,K01679
CN,8,all,0.000302673729838632,K01683
CN,8,all,-0.000108445958067396,K01696
CN,8,all,-0.000659508418111838,K01710
CN,8,all,-2.56366568953516e-06,K01761
CN,8,all,-5.04509553606667e-05,K01762
CN,8,all,-0.000222785795717437,K01790
CN,8,all,0.000342599940799728,K01791
CN,8,all,-0.00149126189193528,K01820
CN,8,all,0.00277896892160727,K01826
CN,8,all,-0.000128239036655025,K01853
CN,8,all,-0.00478708214776145,K01865
CN,8,all,-0.000626684361927834,K01874
CN,8,all,0.000657867992712571,K01895
CN,8,all,-0.00968612525839237,K01900
CN,8,all,0.00351011140456032,K01937
CN,8,all,0.00158855877947982,K01966
CN,8,all,-0.00255032996607623,K02006
CN,8,all,2.46682496543427e-06,K02067
CN,8,all,0.000974445024446605,K02074
CN,8,all,0.000325819544301476,K02080
CN,8,all,-0.0027653346432064,K02168
CN,8,all,-0.00252500084494043,K02170
CN,8,all,-0.000167543980569493,K02192
CN,8,all,0.00267173474115389,K02205
CN,8,all,-4.23051136982729e-05,K02226
CN,8,all,0.000171005110167724,K02274
CN,8,all,-0.000704223838010675,K02294
CN,8,all,-0.00210822576833811,K02351
CN,8,all,-0.000239419309053506,K02381
CN,8,all,4.26171053933326e-05,K02420
CN,8,all,-3.15014087841794e-05,K02435
CN,8,all,-0.00145318931321874,K02479
CN,8,all,0.000315976673799077,K02486
CN,8,all,-0.00986542881850462,K02487
CN,8,all,-0.00873953980093326,K02508
CN,8,all,-0.0161698502444147,K02511
CN,8,all,0.00431433878628597,K02528
CN,8,all,-0.00110008306445379,K02549
CN,8,all,-0.000533035733353794,K02563
CN,8,all,-0.000427469894066056,K02566
CN,8,all,0.00106773646186466,K02613
CN,8,all,0.00255496076775284,K02661
CN,8,all,0.000932208312409842,K02673
CN,8,all,0.000424038094617394,K02742
CN,8,all,-0.000313474093979823,K02805
CN,8,all,0.000670359077144885,K02810
CN,8,all,0.00145030205420763,K02824
CN,8,all,-0.00376399610586601,K02840
CN,8,all,-0.000500475217010349,K02847
CN,8,all,0.0193044344859352,K02892
CN,8,all,1.16406932911661e-15,K02906
CN,8,all,1.27220691706733e-18,K02946
CN,8,all,0.0094271351767503,K02965
CN,8,all,-0.00242001224755382,K03077
CN,8,all,-0.000480368657657784,K03152
CN,8,all,0.00545019277913916,K03170
CN,8,all,6.36184299182477e-05,K03203
CN,8,all,0.00696605313644677,K03206
CN,8,all,-1.4350045062275e-05,K03220
CN,8,all,0.0119383559091019,K03287
CN,8,all,-0.033008922516376,K03290
CN,8,all,-0.000646621199461794,K03298
CN,8,all,-0.000666265037638256,K03394
CN,8,all,0.00529091770435524,K03444
CN,8,all,0.000598978844080788,K03524
CN,8,all,3.44150580432841e-06,K03546
CN,8,all,-0.000194107879150453,K03608
CN,8,all,0.00164409869280301,K03639
CN,8,all,0.00539863320636561,K03647
CN,8,all,0.000100274296266767,K03657
CN,8,all,0.000447381999657835,K03742
CN,8,all,-0.00142778074428751,K03752
CN,8,all,0.00395704944905944,K03812
CN,8,all,0.00215532845040013,K03817
CN,8,all,0.000349777010167607,K03819
CN,8,all,0.00261423143661375,K03829
CN,8,all,-0.00192203511130866,K03856
CN,8,all,-0.000217310361222782,K03892
CN,8,all,-0.000222078369100985,K03918
CN,8,all,-5.16985534858984e-05,K03972
CN,8,all,0.000946457616146976,K04063
CN,8,all,0.00157657783217635,K04068
CN,8,all,0.00263962143481104,K04092
CN,8,all,0.00510277495347452,K04117
CN,8,all,-0.000322484691864941,K04127
CN,8,all,-1.99310182330002e-05,K04488
CN,8,all,-0.000575800747810936,K04562
CN,8,all,-0.000134474194722144,K04711
CN,8,all,-0.00112260370510556,K04748
CN,8,all,7.14345014919527e-06,K04758
CN,8,all,-0.00285745580967756,K04787
CN,8,all,0.00203425274520488,K04788
CN,8,all,-0.00371614669767924,K04789
CN,8,all,0.000593964749335242,K05275
CN,8,all,0.0106624467028771,K05346
CN,8,all,0.0290726108127109,K05525
CN,8,all,0.000734900075754661,K05551
CN,8,all,0.00945764443310208,K05552
CN,8,all,-0.000199792772260632,K05586
CN,8,all,-5.06149787996142e-18,K05588
CN,8,all,-0.0013148867667577,K05713
CN,8,all,-0.00167730854565641,K05747
CN,8,all,6.48868419272654e-05,K05812
CN,8,all,0.00149582686494816,K05832
CN,8,all,0.00234901350895857,K05833
CN,8,all,0.00458582120015403,K05834
CN,8,all,0.0015008909426361,K05837
CN,8,all,-0.000533980945550377,K05878
CN,8,all,0.00263003165207286,K05937
CN,8,all,0.00362566714522384,K05986
CN,8,all,-0.001122237429555,K05996
CN,8,all,0.014129579954555,K05998
CN,8,all,-0.00227298410512558,K06135
CN,8,all,-9.89993885160588e-05,K06140
CN,8,all,0.0218250317990471,K06157
CN,8,all,0.000160341456075898,K06183
CN,8,all,-0.000567492031914052,K06192
CN,8,all,0.000724119970862058,K06211
CN,8,all,0.00447915371708254,K06257
CN,8,all,0.000415623656242208,K06311
CN,8,all,0.000371242023644679,K06320
CN,8,all,-0.00310656952627881,K06331
CN,8,all,0.016490431978527,K06342
CN,8,all,-0.0156898507173569,K06344
CN,8,all,0.000197361976798236,K06380
CN,8,all,0.00412489874990569,K06433
CN,8,all,-0.000492690333177013,K06864
CN,8,all,0.0355207506833391,K06882
CN,8,all,0.00266542131580051,K06900
CN,8,all,0.000565929545748137,K06911
CN,8,all,1.80153280720249e-05,K06941
CN,8,all,0.000174832203343783,K06975
CN,8,all,0.00272501684677631,K06987
CN,8,all,0.000171219661522169,K07005
CN,8,all,0.000601430957469932,K07013
CN,8,all,0.00108461185286774,K07015
CN,8,all,-0.000349956222718707,K07018
CN,8,all,-0.000148380873098833,K07019
CN,8,all,0.000370355752025583,K07020
CN,8,all,-0.000419724445675531,K07065
CN,8,all,-6.64736211336253e-05,K07068
CN,8,all,0.00063104678571295,K07074
CN,8,all,-0.00108696292400053,K07089
CN,8,all,0.00332038293512909,K07096
CN,8,all,-2.51235032938218e-05,K07100
CN,8,all,-0.000156118617770653,K07141
CN,8,all,-0.00122721352677394,K07169
CN,8,all,0.000732695451056554,K07175
CN,8,all,0.00165957291011471,K07225
CN,8,all,0.00210412140419308,K07238
CN,8,all,0.00997723201503238,K07256
CN,8,all,0.000541595267714038,K07268
CN,8,all,-0.00505023134830841,K07271
CN,8,all,0.00259384244172741,K07272
CN,8,all,-0.00640159579154135,K07281
CN,8,all,0.000340544129779355,K07282
CN,8,all,-0.000603185501637073,K07289
CN,8,all,-0.00053564128265232,K07334
CN,8,all,-0.00141994425356866,K07387
CN,8,all,-0.000694594325417653,K07396
CN,8,all,0.00102977942984517,K07452
CN,8,all,-0.0003518267864371,K07458
CN,8,all,-0.000661771121519214,K07493
CN,8,all,-0.0262427840086224,K07505
CN,8,all,0.00209838144734043,K07652
CN,8,all,-0.000481127394176808,K07673
CN,8,all,-0.00667914785615805,K07752
CN,8,all,0.000594786535937916,K07816
CN,8,all,0.00027477627608964,K08077
CN,8,all,0.00526815858924865,K08156
CN,8,all,-7.66798722469796e-06,K08178
CN,8,all,0.0452926188000091,K08254
CN,8,all,0.00156474475319965,K08640
CN,8,all,0.0200413430522777,K08687
CN,8,all,0.0045017091991234,K08965
CN,8,all,0.00504535796973274,K08969
CN,8,all,0.00242373365857507,K08987
CN,8,all,0.000847038376627991,K08998
CN,8,all,0.0011953585655214,K09003
CN,8,all,-0.00866218310839347,K09127
CN,8,all,-0.00292701773666253,K09139
CN,8,all,0.00730969530237811,K09144
CN,8,all,0.000226810923332248,K09145
CN,8,all,0.0042527519858891,K09153
CN,8,all,-0.00228756965174068,K09166
CN,8,all,0.000416354431772862,K09190
CN,8,all,-0.00392577645856346,K09565
CN,8,all,-0.0149829388086541,K09568
CN,8,all,-0.000171357548663344,K09634
CN,8,all,0.00485547464360447,K09683
CN,8,all,0.000702760969591099,K09706
CN,8,all,0.00656328087428339,K09785
CN,8,all,8.21240958789511e-05,K09790
CN,8,all,0.00343915867308551,K09799
CN,8,all,-0.000192055080661406,K09806
CN,8,all,0.000259575671061984,K09927
CN,8,all,-0.000392765891095199,K09931
CN,8,all,0.00386892508742169,K09938
CN,8,all,-0.0137416367067274,K09943
CN,8,all,0.00168231853954694,K09946
CN,8,all,1.04099920109166e-05,K10010
CN,8,all,-0.0371332925915527,K10084
CN,8,all,-0.00025488099677701,K10108
CN,8,all,0.000381040636984469,K10210
CN,8,all,0.00310454243352433,K10212
CN,8,all,-0.0111907352620978,K10367
CN,8,all,0.00143621495297105,K10560
CN,8,all,0.00411709300060995,K10565
CN,8,all,0.0131990020326709,K10670
CN,8,all,-0.00116718638311428,K10679
CN,8,all,-0.0161320499088722,K10798
CN,8,all,-0.0111503974753954,K10839
CN,8,all,0.0023438536358662,K10851
CN,8,all,-0.00253494919228446,K10912
CN,8,all,0.00994989532467073,K10913
CN,8,all,-0.0129850507125677,K10915
CN,8,all,-6.52629798199573e-07,K10955
CN,8,all,0.0148724626171904,K11080
CN,8,all,0.00591815633612172,K11084
CN,8,all,0.00382765838538007,K11169
CN,8,all,0.000122359236228154,K11175
CN,8,all,-0.000329644625755724,K11178
CN,8,all,-0.00135766815453586,K11179
CN,8,all,0.00329718858287509,K11258
CN,8,all,0.00631751814524268,K11358
CN,8,all,0.00335652350279725,K11384
CN,8,all,-0.00057356963822935,K11386
CN,8,all,-0.00122758523396483,K11440
CN,8,all,-0.0042018744953354,K11533
CN,8,all,-2.96691551198179e-06,K11609
CN,8,all,-0.00121786703407917,K11611
CN,8,all,0.00745115506058573,K11622
CN,8,all,0.00869584898378102,K11623
CN,8,all,0.000441350049264886,K11738
CN,8,all,2.60140493959269e-05,K11754
CN,8,all,0.00203554554768719,K11905
CN,8,all,0.00617911068362375,K11921
CN,8,all,-0.0119232286732202,K11954
CN,8,all,0.0217637602452448,K11958
CN,8,all,-0.000908910891354779,K12141
CN,8,all,-0.00197112755865865,K12207
CN,8,all,0.00138626732486187,K12223
CN,8,all,-8.90848069035289e-06,K12250
CN,8,all,-0.00103626969977265,K12255
CN,8,all,0.00257966359727012,K12278
CN,8,all,-0.00282063287618358,K12500
CN,8,all,0.000454889206157675,K12541
CN,8,all,0.000987016706587728,K12542
CN,8,all,0.00291010574513849,K12567
CN,8,all,0.00432367895827816,K12585
CN,8,all,0.00381372184112589,K12686
CN,8,all,0.00376278413262195,K12940
CN,8,all,-0.00432493431984049,K12949
CN,8,all,0.000598749925497723,K12976
CN,8,all,0.0020557127212653,K12989
CN,8,all,-0.00578189117413054,K12991
CN,8,all,0.0101948345693021,K13001
CN,8,all,8.99219204273633e-05,K13006
CN,8,all,-0.000537447882106223,K13023
CN,8,all,-0.00621011309347915,K13252
CN,8,all,-0.00168181576519576,K13274
CN,8,all,0.023787200341901,K13316
CN,8,all,-0.00746919118359015,K13448
CN,8,all,-0.000621007196408118,K13483
CN,8,all,0.00456531174483783,K13540
CN,8,all,0.000271627527315388,K13626
CN,8,all,-0.00365504392543203,K13669
CN,8,all,-0.0298474155477442,K13670
CN,8,all,0.00321155207385968,K13745
CN,8,all,-0.0005774615029021,K13771
CN,8,all,0.00136911482143144,K13775
CN,8,all,0.00354639659685031,K13928
CN,8,all,0.00281447262378405,K13940
CN,8,all,0.00182789798246484,K13955
CN,8,all,0.0172868683376199,K14052
CN,8,all,0.00270192051589886,K14055
CN,8,all,-0.00151190073446583,K14157
CN,8,all,-0.0083333656419667,K14252
CN,8,all,0.00498441498057276,K14275
CN,8,all,-0.0052516373643784,K14340
CN,8,all,-0.00188498004707392,K14387
CN,8,all,0.00104302718153117,K14449
CN,8,all,-0.00153733784057693,K14469
CN,8,all,-0.00122546225190607,K14597
CN,8,all,0.00194826508181023,K14672
CN,8,all,-7.17637432378435e-05,K14698
CN,8,all,-0.000440015464515623,K14940
CN,8,all,0.000469081521729514,K14949
CN,8,all,-0.000784120881655075,K14952
CN,8,all,0.00024372751075222,K14954
CN,8,all,1.8041008610365e-05,K14977
CN,8,all,0.00324367886733828,K15024
CN,8,all,-0.00660460642858496,K15064
CN,8,all,-0.00272002368781528,K15229
CN,8,all,-0.00811444432617537,K15240
CN,8,all,-0.000132291583574384,K15242
CN,8,all,0.0132372395796657,K15467
CN,8,all,-0.0126949350958621,K15527
CN,8,all,0.0126600554609109,K15545
CN,8,all,-0.00045447395784228,K15547
CN,8,all,-0.000394305687451035,K15555
CN,8,all,-0.00619135898217564,K15641
CN,8,all,0.000273379372250297,K15642
CN,8,all,-1.59313899605048e-06,K15662
CN,8,all,0.00230235139842185,K15731
CN,8,all,7.33113398894338e-05,K15738
CN,8,all,0.00889821518517751,K15891
CN,8,all,-9.60780631702463e-07,K15897
CN,8,all,0.00032765714163406,K15904
CN,8,all,0.00413285031587504,K15907
CN,8,all,0.0271918285647951,K15919
CN,8,all,-0.00784474898045547,K15941
CN,8,all,-0.000506749266042001,K15943
CN,8,all,-9.2661555914412e-08,K15944
CN,8,all,-5.36441808668943e-16,K15945
CN,8,all,-0.00593275316290049,K15946
CN,8,all,-0.00069925260942571,K15947
CN,8,all,-0.00034956723621667,K15951
CN,8,all,-0.00258597849699446,K15952
CN,8,all,-0.012876892032453,K15963
CN,8,all,-2.21672386366119e-15,K15968
CN,8,all,0.00331023733729172,K15976
CN,8,all,-0.00044316122468204,K15984
CN,8,all,-0.00598196417394853,K16015
CN,8,all,-0.0018177063900036,K16053
CN,8,all,0.000792722472915442,K16087
CN,8,all,0.00211938394953267,K16118
CN,8,all,-2.07082910927949e-06,K16138
CN,8,all,0.000599093855895198,K16147
CN,8,all,0.00821745455496844,K16164
CN,8,all,-0.00146489764041121,K16167
CN,8,all,-0.00704069252020049,K16233
CN,8,all,0.0108034292656762,K16234
CN,8,all,0.000542226018994429,K16237
CN,8,all,-0.000956014106873972,K16260
CN,8,all,0.000642076457684378,K16264
CN,8,all,0.0052012235601574,K16317
CN,8,all,-0.000143432974764651,K16384
CN,8,all,0.0103384555557647,K16397
CN,8,all,0.000240423754674937,K16783
CN,8,all,-0.00092596549129568,K16950
CN,8,all,-3.19364737875086e-16,K16951
CN,8,all,-0.00576129596980614,K17062
CN,8,all,0.00320983839207728,K17067
CN,8,all,0.00320990772593391,K17215
CN,8,all,0.000393912027996748,K17320
CN,8,all,0.00236035678490895,K17327
CN,8,all,1.88922549013717e-07,K17328
CN,8,all,-3.85969506256591e-05,K17414
CN,8,all,-0.00659374149394086,K17476
CN,8,all,0.00304756853480595,K17640
CN,8,all,-0.00317690040089682,K17745
CN,8,all,-0.00252370393039926,K17883
CN,8,all,0.00383962168144261,K18028
CN,8,all,-0.00644047595761392,K18030
CN,8,all,0.0170761533427118,K18135
CN,8,all,-0.0139446988595427,K18137
CN,8,all,-5.25994049900249e-05,K18139
CN,8,all,-0.00104554508337773,K18146
CN,8,all,-4.46616562595072e-06,K18147
CN,8,all,-0.00137396469242029,K18221
CN,8,all,0.00331744027397685,K18230
CN,8,all,0.021541977936978,K18248
CN,8,all,0.00177021823597872,K18276
CN,8,all,-0.00773271760575319,K18289
CN,8,all,-0.000189839879983842,K18290
CN,8,all,0.00257902453798914,K18301
CN,8,all,0.00159294230112599,K18302
CN,8,all,0.00729153093953545,K18304
CN,8,all,-0.0105142379161868,K18370
CN,8,all,0.00517955357554848,K18434
CN,8,all,0.000281378269818019,K18472
CN,8,all,0.00165972906425561,K18546
CN,8,all,0.00416484596648194,K18554
CN,8,all,0.00110517746545455,K18586
CN,8,all,-0.00107086742781752,K18702
CN,8,all,-0.00117893192960823,K18802
CN,8,all,0.0047584132207382,K18820
CN,8,all,-0.0205350702214256,K18821
CN,8,all,-0.00123003515659383,K18844
CN,8,all,0.00457284250187884,K18917
CN,8,all,0.0028714938434542,K18924
CN,8,all,2.26113366385676e-15,K18925
CN,8,all,-7.14502419158964e-05,K18928
CN,8,all,-0.000371748867163167,K18929
CN,8,all,-0.000955592948474274,K18989
CN,8,all,-8.23913073855072e-17,K18990
CN,8,all,-0.00125815514349267,K19063
CN,8,all,0.00652035833931337,K19097
CN,8,all,-0.00213803358914588,K19126
CN,8,all,-0.0096932804920197,K19141
CN,8,all,0.00287536718777579,K19158
CN,8,all,0.000482556202980849,K19181
CN,8,all,0.000114878094999234,K19267
CN,8,all,0.058958405560406,K19278
CN,8,all,-0.0550208662014067,K19310
CN,8,all,0.0132763355438988,K19311
CN,8,all,0.00280427092092953,K19338
CN,8,all,0.0177579521276246,K19428
CN,8,all,0.0247566998576543,K19477
CN,8,all,-5.97760303748651e-05,K19517
CN,8,all,0.00747666798294885,K19545
CN,8,all,-0.0467982297154361,K19578
CN,8,all,0.000365804354231302,K19591
CN,8,all,0.00132373053005356,K19670
CN,8,all,0.0126775943459405,K19703
CN,8,all,-0.000120820771551137,K19723
CN,8,all,0.00657424739454293,K19744
control,8,all,0.000741807686036286,K00005
control,8,all,0.00059387311097695,K00010
control,8,all,-0.00606542252046258,K00021
control,8,all,-0.00389983600280937,K00040
control,8,all,0.0246343095909686,K00043
control,8,all,-0.000334610101159899,K00046
control,8,all,-0.00216547035431992,K00082
control,8,all,-0.00119661929405759,K00100
control,8,all,-0.000948348569601165,K00122
control,8,all,-0.000617289503040868,K00133
control,8,all,-0.00307453341329906,K00171
control,8,all,0.0123671495802385,K00222
control,8,all,-0.00205709161382876,K00241
control,8,all,0.000143720428400678,K00245
control,8,all,0.0024585458353171,K00255
control,8,all,-0.00109934712142193,K00262
control,8,all,0.00467797743447728,K00270
control,8,all,-1.88827323660818e-05,K00273
control,8,all,0.051781488284664,K00298
control,8,all,0.000135435770784522,K00330
control,8,all,5.75418127427805e-05,K00338
control,8,all,-0.000388958011645547,K00351
control,8,all,-7.2470529222808e-05,K00371
control,8,all,-0.0108918609263622,K00385
control,8,all,0.00903792665208135,K00430
control,8,all,-0.00317365928677023,K00455
control,8,all,0.00168365759515398,K00461
control,8,all,-0.0100495816204113,K00474
control,8,all,0.000432823841962594,K00483
control,8,all,0.00188688125209238,K00533
control,8,all,0.00789203171217589,K00534
control,8,all,-0.00414099928948378,K00561
control,8,all,-0.00376153587695078,K00630
control,8,all,-0.000479938338456879,K00638
control,8,all,-0.000431893111248552,K00654
control,8,all,0.0117482619976097,K00686
control,8,all,-0.000110935962920014,K00697
control,8,all,0.00869604686630256,K00737
control,8,all,0.00133292087752295,K00752
control,8,all,-3.59836868082857e-05,K00754
control,8,all,0.00255381186971442,K00766
control,8,all,0.00215689302817067,K00767
control,8,all,0.0189826083616736,K00785
control,8,all,0.00127249988976452,K00794
control,8,all,-9.11139309331651e-06,K00821
control,8,all,-0.0129075232730626,K00827
control,8,all,-0.00248554843621472,K00855
control,8,all,0.000427945551046539,K00857
control,8,all,-0.00253741150416241,K00858
control,8,all,-0.000323413470112923,K00874
control,8,all,0.00126732378919017,K00895
control,8,all,0.00175485208336606,K00899
control,8,all,0.0167994333543295,K00927
control,8,all,-0.000186141751452128,K00946
control,8,all,7.38364247394652e-06,K00948
control,8,all,0.000378762915359991,K00956
control,8,all,-0.00102684026505735,K00978
control,8,all,-6.92373651651394e-05,K00983
control,8,all,0.00496522187399891,K00998
control,8,all,0.00238946410592385,K01028
control,8,all,0.000754766414335572,K01029
control,8,all,-0.00317938918682794,K01045
control,8,all,0.000465148861648318,K01060
control,8,all,-0.000178598336486397,K01073
control,8,all,0.000871849678788745,K01104
control,8,all,-0.00804173016292192,K01117
control,8,all,0.00994136314947449,K01150
control,8,all,0.000124093399452948,K01167
control,8,all,-0.0155455388086253,K01188
control,8,all,0.00147682288029542,K01191
control,8,all,0.0134951151527863,K01202
control,8,all,-0.0123509187700424,K01216
control,8,all,0.000131653379374345,K01278
control,8,all,-0.0214287282426031,K01312
control,8,all,-0.00243029977018619,K01340
control,8,all,0.000343558430799645,K01342
control,8,all,0.0631854320621274,K01347
control,8,all,0.00487956155901198,K01387
control,8,all,-0.00303348932965716,K01389
control,8,all,-0.00079351117317804,K01408
control,8,all,-0.00147485610631108,K01417
control,8,all,-0.010444178697545,K01492
control,8,all,-0.000383464796003217,K01497
control,8,all,-0.000588898000698175,K01505
control,8,all,0.000119236345723569,K01507
control,8,all,-0.000656603380132148,K01547
control,8,all,0.000262891433780151,K01619
control,8,all,-4.65575702298616e-05,K01637
control,8,all,-0.00609472422776425,K01663
control,8,all,0.00117561219319138,K01679
control,8,all,0.00595071376742467,K01683
control,8,all,-9.02285246058217e-06,K01696
control,8,all,-0.00084456857415552,K01710
control,8,all,0.00110937239740709,K01730
control,8,all,-5.76974784392037e-05,K01761
control,8,all,-1.66970870545083e-05,K01762
control,8,all,-0.000623818218245611,K01790
control,8,all,0.000467727880672107,K01791
control,8,all,-0.00198984220716207,K01820
control,8,all,0.00338364533582292,K01826
control,8,all,-0.00611390838072129,K01865
control,8,all,-0.00098999301943523,K01874
control,8,all,0.000653508261498807,K01895
control,8,all,-0.0121783201919406,K01900
control,8,all,0.00490128677106351,K01937
control,8,all,0.00100370723110508,K01966
control,8,all,0.00012333614126134,K01971
control,8,all,-0.00302246081096224,K02006
control,8,all,0.00010043278547585,K02010
control,8,all,0.000228500747230019,K02064
control,8,all,2.30055600554651e-06,K02067
control,8,all,0.00129488606502637,K02074
control,8,all,-0.00292148866206129,K02168
control,8,all,-0.00282461046639103,K02170
control,8,all,-0.000124169761611662,K02192
control,8,all,0.00215144835321899,K02205
control,8,all,-0.000136787532930564,K02226
control,8,all,0.000375594889566139,K02274
control,8,all,-0.000222556316109792,K02294
control,8,all,-0.00192417947861824,K02351
control,8,all,-0.00106847440637137,K02381
control,8,all,0.000372006410671288,K02420
control,8,all,-0.000849903346900059,K02435
control,8,all,-0.0027286042761377,K02479
control,8,all,0.000754996021705364,K02486
control,8,all,-0.0120208821844141,K02487
control,8,all,-0.0132457988019986,K02508
control,8,all,-0.00962707923228279,K02511
control,8,all,0.00552402006688183,K02528
control,8,all,-0.00113717288382663,K02549
control,8,all,-0.000895265376258917,K02563
control,8,all,-0.00118122366424231,K02566
control,8,all,0.000910478711851515,K02613
control,8,all,0.00167644801712365,K02673
control,8,all,-0.000958816011697721,K02805
control,8,all,0.00137861943532378,K02824
control,8,all,-0.00473502152373822,K02840
control,8,all,-0.000817248585536223,K02847
control,8,all,0.0198823860000842,K02892
control,8,all,1.36253360817911e-15,K02906
control,8,all,8.62731826812187e-06,K02946
control,8,all,0.0115623631888301,K02965
control,8,all,-0.00282503406329419,K03077
control,8,all,-0.000186818785514454,K03110
control,8,all,-0.0014805188251706,K03152
control,8,all,0.00603176312802567,K03170
control,8,all,0.000506029291286786,K03203
control,8,all,0.0141140847572503,K03206
control,8,all,0.000127975792363465,K03212
control,8,all,-0.000625389438549203,K03220
control,8,all,0.0173498999090487,K03287
control,8,all,-0.0362603685736597,K03290
control,8,all,-5.28945203889172e-05,K03298
control,8,all,-0.000354746323961887,K03394
control,8,all,0.00938584450180349,K03444
control,8,all,0.00110099971105464,K03524
control,8,all,0.000231501855250784,K03546
control,8,all,4.64805350254955e-05,K03570
control,8,all,0.000517614645513773,K03601
control,8,all,-3.01355194482485e-05,K03608
control,8,all,0.00200637441657201,K03639
control,8,all,0.00605725443526976,K03647
control,8,all,0.00010317440407574,K03657
control,8,all,0.00075675235251128,K03742
control,8,all,-0.00147611602348823,K03752
control,8,all,0.000495059977333474,K03758
control,8,all,0.00619771048830116,K03812
control,8,all,0.00202865239220557,K03817
control,8,all,0.00081537574912354,K03819
control,8,all,0.00185008209210917,K03829
control,8,all,-0.00231102168742494,K03856
control,8,all,-0.000144205288853599,K03892
control,8,all,-0.00211969653557464,K03972
control,8,all,0.00109563483846865,K04063
control,8,all,0.00261466223527254,K04068
control,8,all,0.00205398271939738,K04092
control,8,all,0.00711806251926012,K04117
control,8,all,-0.000430264860073277,K04127
control,8,all,0.00035552053635221,K04338
control,8,all,-0.000461525579914342,K04488
control,8,all,-0.000812978315440527,K04562
control,8,all,-0.000543827257670219,K04748
control,8,all,-1.43618970723061e-07,K04755
control,8,all,-0.000765440397959948,K04787
control,8,all,0.000456387662858852,K04788
control,8,all,-0.0027189125152664,K04789
control,8,all,0.0124355420756435,K05346
control,8,all,-0.000182917475535423,K05396
control,8,all,0.0311454378263294,K05525
control,8,all,0.00156372323396438,K05551
control,8,all,0.00782754912422189,K05552
control,8,all,-0.000822463562549759,K05580
control,8,all,-0.000944836322580374,K05586
control,8,all,-0.000126079646604555,K05588
control,8,all,-0.000324949743396545,K05605
control,8,all,2.12066120276194e-05,K05685
control,8,all,-0.00112708725239291,K05713
control,8,all,-0.00210447849680668,K05747
control,8,all,9.70329318112364e-07,K05832
control,8,all,0.00357822218136994,K05833
control,8,all,0.00540022473608508,K05834
control,8,all,0.00157563192431688,K05837
