comparison,train.groups,test.fold,test.group,experiment,iteration,uhash,nr,task_id,learner_id,resampling_id,regr.mse,algorithm,n.test,site,treatment
controls.between.experiments,all,8,dim,dim,15,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000697083717334489,cv_glmnet,312,,
controls.between.experiments,all,8,qme,qme,16,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00150530829008566,cv_glmnet,459,,
controls.between.experiments,all,9,dim,dim,17,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000711788508660677,cv_glmnet,312,,
controls.between.experiments,all,9,qme,qme,18,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00166472872440585,cv_glmnet,459,,
controls.between.experiments,all,10,dim,dim,19,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000720296885677049,cv_glmnet,312,,
controls.between.experiments,all,10,qme,qme,20,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00170206882389652,cv_glmnet,459,,
controls.between.experiments,other,1,dim,dim,21,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.0016067640923053,cv_glmnet,312,,
controls.between.experiments,other,1,qme,qme,22,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00262197178857911,cv_glmnet,459,,
controls.between.experiments,other,2,dim,dim,23,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.0015010812893106,cv_glmnet,312,,
controls.between.experiments,other,2,qme,qme,24,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00258031391248597,cv_glmnet,459,,
controls.between.experiments,other,3,dim,dim,25,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.0017520509239262,cv_glmnet,312,,
controls.between.experiments,other,3,qme,qme,26,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00317843611164888,cv_glmnet,459,,
controls.between.experiments,other,4,dim,dim,27,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00177612286514351,cv_glmnet,312,,
controls.between.experiments,other,4,qme,qme,28,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00282709644164518,cv_glmnet,459,,
controls.between.experiments,other,5,dim,dim,29,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00186371951430973,cv_glmnet,312,,
controls.between.experiments,other,5,qme,qme,30,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00308471522369824,cv_glmnet,459,,
controls.between.experiments,other,6,dim,dim,31,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00159726119918354,cv_glmnet,312,,
controls.between.experiments,other,6,qme,qme,32,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00378857720119424,cv_glmnet,459,,
controls.between.experiments,other,7,dim,dim,33,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00182081714289129,cv_glmnet,312,,
controls.between.experiments,other,7,qme,qme,34,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00364006676951535,cv_glmnet,459,,
controls.between.experiments,other,8,dim,dim,35,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00157749255605288,cv_glmnet,312,,
controls.between.experiments,other,8,qme,qme,36,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00311239106295568,cv_glmnet,459,,
controls.between.experiments,other,9,dim,dim,37,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00169199072108256,cv_glmnet,312,,
controls.between.experiments,other,9,qme,qme,38,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00345879219413431,cv_glmnet,459,,
controls.between.experiments,other,10,dim,dim,39,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00174503370058038,cv_glmnet,312,,
controls.between.experiments,other,10,qme,qme,40,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00346695900049095,cv_glmnet,459,,
controls.between.experiments,same,1,dim,dim,41,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000272185098821911,cv_glmnet,312,,
controls.between.experiments,same,1,qme,qme,42,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00116206555007481,cv_glmnet,459,,
controls.between.experiments,same,2,dim,dim,43,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000233316510007399,cv_glmnet,312,,
controls.between.experiments,same,2,qme,qme,44,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00105856681431727,cv_glmnet,459,,
controls.between.experiments,same,3,dim,dim,45,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000195765529020571,cv_glmnet,312,,
controls.between.experiments,same,3,qme,qme,46,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00119529287501027,cv_glmnet,459,,
controls.between.experiments,same,4,dim,dim,47,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000315052768264118,cv_glmnet,312,,
controls.between.experiments,same,4,qme,qme,48,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00110373685415259,cv_glmnet,459,,
controls.between.experiments,same,5,dim,dim,49,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00024434248926023,cv_glmnet,312,,
controls.between.experiments,same,5,qme,qme,50,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.001169306155903,cv_glmnet,459,,
controls.between.experiments,same,6,dim,dim,51,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000213133410077349,cv_glmnet,312,,
controls.between.experiments,same,6,qme,qme,52,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00152687819330294,cv_glmnet,459,,
controls.between.experiments,same,7,dim,dim,53,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000217446284906229,cv_glmnet,312,,
controls.between.experiments,same,7,qme,qme,54,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00161170682625787,cv_glmnet,459,,
controls.between.experiments,same,8,dim,dim,55,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000260140179749533,cv_glmnet,312,,
controls.between.experiments,same,8,qme,qme,56,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.0012993586103004,cv_glmnet,459,,
controls.between.experiments,same,9,dim,dim,57,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.000215798659086987,cv_glmnet,312,,
controls.between.experiments,same,9,qme,qme,58,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00141641089653452,cv_glmnet,459,,
controls.between.experiments,same,10,dim,dim,59,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00021986445588232,cv_glmnet,312,,
controls.between.experiments,same,10,qme,qme,60,c5b3fcfc-0ab8-4d91-9c42-e43c8141a130,1,qsip_pc2_all_new_controls.between.experiments,regr.cv_glmnet,same_other_cv,0.00144028019647352,cv_glmnet,459,,
controls.between.experiments,all,1,dim,dim,1,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000804459673744046,featureless,312,,
controls.between.experiments,all,1,qme,qme,2,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00161912519170861,featureless,459,,
controls.between.experiments,all,2,dim,dim,3,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000802822527857082,featureless,312,,
controls.between.experiments,all,2,qme,qme,4,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00157526774064282,featureless,459,,
controls.between.experiments,all,3,dim,dim,5,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000781574464368057,featureless,312,,
controls.between.experiments,all,3,qme,qme,6,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00190930197895714,featureless,459,,
controls.between.experiments,all,4,dim,dim,7,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000810410807164004,featureless,312,,
controls.between.experiments,all,4,qme,qme,8,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00163849653437853,featureless,459,,
controls.between.experiments,all,5,dim,dim,9,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000823702825040778,featureless,312,,
controls.between.experiments,all,5,qme,qme,10,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00192209417863199,featureless,459,,
controls.between.experiments,all,6,dim,dim,11,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000753637575339476,featureless,312,,
controls.between.experiments,all,6,qme,qme,12,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00245186415116111,featureless,459,,
controls.between.experiments,all,7,dim,dim,13,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00074229340932281,featureless,312,,
controls.between.experiments,all,7,qme,qme,14,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00233931070974547,featureless,459,,
controls.between.experiments,all,8,dim,dim,15,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000802888264248669,featureless,312,,
controls.between.experiments,all,8,qme,qme,16,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00194840804675608,featureless,459,,
controls.between.experiments,all,9,dim,dim,17,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000807282071165796,featureless,312,,
controls.between.experiments,all,9,qme,qme,18,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00220795898017723,featureless,459,,
controls.between.experiments,all,10,dim,dim,19,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000765984596277431,featureless,312,,
controls.between.experiments,all,10,qme,qme,20,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00221068923640717,featureless,459,,
controls.between.experiments,other,1,dim,dim,21,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00174976157928601,featureless,312,,
controls.between.experiments,other,1,qme,qme,22,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00266082031938503,featureless,459,,
controls.between.experiments,other,2,dim,dim,23,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00178059980180573,featureless,312,,
controls.between.experiments,other,2,qme,qme,24,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00259910693216063,featureless,459,,
controls.between.experiments,other,3,dim,dim,25,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00174796558297653,featureless,312,,
controls.between.experiments,other,3,qme,qme,26,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00319948943555347,featureless,459,,
controls.between.experiments,other,4,dim,dim,27,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00172340417382502,featureless,312,,
controls.between.experiments,other,4,qme,qme,28,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00286398294817869,featureless,459,,
controls.between.experiments,other,5,dim,dim,29,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00177897151305375,featureless,312,,
controls.between.experiments,other,5,qme,qme,30,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00313615425504319,featureless,459,,
controls.between.experiments,other,6,dim,dim,31,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00167590561174332,featureless,312,,
controls.between.experiments,other,6,qme,qme,32,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00380197016452629,featureless,459,,
controls.between.experiments,other,7,dim,dim,33,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00166455299730493,featureless,312,,
controls.between.experiments,other,7,qme,qme,34,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00370770222797378,featureless,459,,
controls.between.experiments,other,8,dim,dim,35,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00175510598119997,featureless,312,,
controls.between.experiments,other,8,qme,qme,36,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00312828942786396,featureless,459,,
controls.between.experiments,other,9,dim,dim,37,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00178468353080628,featureless,312,,
controls.between.experiments,other,9,qme,qme,38,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00346718259684564,featureless,459,,
controls.between.experiments,other,10,dim,dim,39,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00170981826770266,featureless,312,,
controls.between.experiments,other,10,qme,qme,40,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00352278468696309,featureless,459,,
controls.between.experiments,same,1,dim,dim,41,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000314354956246879,featureless,312,,
controls.between.experiments,same,1,qme,qme,42,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.0015232036730803,featureless,459,,
controls.between.experiments,same,2,dim,dim,43,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000260749885878345,featureless,312,,
controls.between.experiments,same,2,qme,qme,44,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00148863435652845,featureless,459,,
controls.between.experiments,same,3,dim,dim,45,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000220731529947785,featureless,312,,
controls.between.experiments,same,3,qme,qme,46,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00161747636118832,featureless,459,,
controls.between.experiments,same,4,dim,dim,47,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000348635776290827,featureless,312,,
controls.between.experiments,same,4,qme,qme,48,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00140459323276487,featureless,459,,
controls.between.experiments,same,5,dim,dim,49,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000292504898196862,featureless,312,,
controls.between.experiments,same,5,qme,qme,50,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00169104370103364,featureless,459,,
controls.between.experiments,same,6,dim,dim,51,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000258427325638844,featureless,312,,
controls.between.experiments,same,6,qme,qme,52,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00211979956430454,featureless,459,,
controls.between.experiments,same,7,dim,dim,53,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000244455501837422,featureless,312,,
controls.between.experiments,same,7,qme,qme,54,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00199302219136011,featureless,459,,
controls.between.experiments,same,8,dim,dim,55,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000281688930311999,featureless,312,,
controls.between.experiments,same,8,qme,qme,56,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00174433560446141,featureless,459,,
controls.between.experiments,same,9,dim,dim,57,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000232371610588563,featureless,312,,
controls.between.experiments,same,9,qme,qme,58,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.00193862877946773,featureless,459,,
controls.between.experiments,same,10,dim,dim,59,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.000239954558913793,featureless,312,,
controls.between.experiments,same,10,qme,qme,60,ced4dd53-937a-4067-8f9d-980c6c5fef2d,2,qsip_pc2_all_new_controls.between.experiments,regr.featureless,same_other_cv,0.0019050781317302,featureless,459,,
controls.between.sites,all,1,GL,,1,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000206451015361828,cv_glmnet,356,GL,
controls.between.sites,all,1,MC,,2,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000279395462113269,cv_glmnet,312,MC,
controls.between.sites,all,1,PJ,,3,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000243822175598072,cv_glmnet,432,PJ,
controls.between.sites,all,1,PP,,4,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000607129993012728,cv_glmnet,442,PP,
controls.between.sites,all,1,glacier_forefield,,5,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000114440631116502,cv_glmnet,77,glacier_forefield,
controls.between.sites,all,1,litchfield_island,,6,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,9.2543637686582e-05,cv_glmnet,105,litchfield_island,
controls.between.sites,all,2,GL,,7,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000229755601337065,cv_glmnet,356,GL,
controls.between.sites,all,2,MC,,8,bdf83042-4b22-474b-80cc-21b9580970c0,1,qsip_pc2_all_new_controls.between.sites,regr.cv_glmnet,same_other_cv,0.000285283722095294,cv_glmnet,312,MC,
