comparison,train.groups,test.fold,test.group,experiment,iteration,uhash,nr,task_id,learner_id,resampling_id,regr.mse,algorithm,n.test,site,treatment
controls.between.sites,other,1,PJ,,63,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000297722473124824,featureless,432,PJ,
controls.between.sites,other,1,PP,,64,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000747505808406686,featureless,442,PP,
controls.between.sites,other,1,glacier_forefield,,65,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000162143930990333,featureless,77,glacier_forefield,
controls.between.sites,other,1,litchfield_island,,66,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000181570340906844,featureless,105,litchfield_island,
controls.between.sites,other,2,GL,,67,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000267111065310632,featureless,356,GL,
controls.between.sites,other,2,MC,,68,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000328691570126458,featureless,312,MC,
controls.between.sites,other,2,PJ,,69,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000372994762822362,featureless,432,PJ,
controls.between.sites,other,2,PP,,70,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000653026562292026,featureless,442,PP,
controls.between.sites,other,2,glacier_forefield,,71,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000173839503433131,featureless,77,glacier_forefield,
controls.between.sites,other,2,litchfield_island,,72,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000183908958288062,featureless,105,litchfield_island,
controls.between.sites,other,3,GL,,73,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000274846627748564,featureless,356,GL,
controls.between.sites,other,3,MC,,74,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000259633262697349,featureless,312,MC,
controls.between.sites,other,3,PJ,,75,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000354271892406917,featureless,432,PJ,
controls.between.sites,other,3,PP,,76,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000580601602958223,featureless,442,PP,
controls.between.sites,other,3,glacier_forefield,,77,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000181260449269381,featureless,77,glacier_forefield,
controls.between.sites,other,3,litchfield_island,,78,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000198954017443312,featureless,105,litchfield_island,
controls.between.sites,other,4,GL,,79,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000223704482211286,featureless,356,GL,
controls.between.sites,other,4,MC,,80,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000236226952347347,featureless,312,MC,
controls.between.sites,other,4,PJ,,81,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.00022029463539645,featureless,432,PJ,
controls.between.sites,other,4,PP,,82,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000492994432425441,featureless,442,PP,
controls.between.sites,other,4,glacier_forefield,,83,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000177275574579073,featureless,77,glacier_forefield,
controls.between.sites,other,4,litchfield_island,,84,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000183906193790503,featureless,104,litchfield_island,
controls.between.sites,other,5,GL,,85,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000254079640122188,featureless,356,GL,
controls.between.sites,other,5,MC,,86,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000239933020020532,featureless,312,MC,
controls.between.sites,other,5,PJ,,87,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000349248927713837,featureless,432,PJ,
controls.between.sites,other,5,PP,,88,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000670505391540361,featureless,442,PP,
controls.between.sites,other,5,glacier_forefield,,89,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000153819044992953,featureless,77,glacier_forefield,
controls.between.sites,other,5,litchfield_island,,90,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000192668513200788,featureless,104,litchfield_island,
controls.between.sites,other,6,GL,,91,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000274515593408374,featureless,356,GL,
controls.between.sites,other,6,MC,,92,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000328197863027213,featureless,312,MC,
controls.between.sites,other,6,PJ,,93,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000211544650695512,featureless,432,PJ,
controls.between.sites,other,6,PP,,94,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000560815792884024,featureless,442,PP,
controls.between.sites,other,6,glacier_forefield,,95,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000177448122074883,featureless,77,glacier_forefield,
controls.between.sites,other,6,litchfield_island,,96,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000189203170266706,featureless,104,litchfield_island,
controls.between.sites,other,7,GL,,97,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000299864663767188,featureless,356,GL,
controls.between.sites,other,7,MC,,98,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000248055518259692,featureless,312,MC,
controls.between.sites,other,7,PJ,,99,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000204416708094497,featureless,432,PJ,
controls.between.sites,other,7,PP,,100,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000571540199811281,featureless,442,PP,
controls.between.sites,other,7,glacier_forefield,,101,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000171923933341235,featureless,77,glacier_forefield,
controls.between.sites,other,7,litchfield_island,,102,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000172357388592352,featureless,104,litchfield_island,
controls.between.sites,other,8,GL,,103,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000294603147999608,featureless,356,GL,
controls.between.sites,other,8,MC,,104,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000236608985846456,featureless,312,MC,
controls.between.sites,other,8,PJ,,105,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000252120736062638,featureless,431,PJ,
controls.between.sites,other,8,PP,,106,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000610718009862923,featureless,442,PP,
controls.between.sites,other,8,glacier_forefield,,107,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000176002556713809,featureless,76,glacier_forefield,
controls.between.sites,other,8,litchfield_island,,108,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000170932450138703,featureless,104,litchfield_island,
controls.between.sites,other,9,GL,,109,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000234039894423213,featureless,356,GL,
controls.between.sites,other,9,MC,,110,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000276374959690857,featureless,312,MC,
controls.between.sites,other,9,PJ,,111,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000272575923604046,featureless,431,PJ,
controls.between.sites,other,9,PP,,112,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000740977698868815,featureless,441,PP,
controls.between.sites,other,9,glacier_forefield,,113,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000205709735247872,featureless,76,glacier_forefield,
controls.between.sites,other,9,litchfield_island,,114,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000176190011724399,featureless,104,litchfield_island,
controls.between.sites,other,10,GL,,115,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000249943819685954,featureless,356,GL,
controls.between.sites,other,10,MC,,116,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000240012909770748,featureless,312,MC,
controls.between.sites,other,10,PJ,,117,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000309427684595343,featureless,431,PJ,
controls.between.sites,other,10,PP,,118,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000488399640030136,featureless,441,PP,
controls.between.sites,other,10,glacier_forefield,,119,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000168984504403175,featureless,76,glacier_forefield,
controls.between.sites,other,10,litchfield_island,,120,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000166702224585061,featureless,104,litchfield_island,
controls.between.sites,same,1,GL,,121,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.00021697693074265,featureless,356,GL,
controls.between.sites,same,1,MC,,122,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000300019619117027,featureless,312,MC,
controls.between.sites,same,1,PJ,,123,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000297406983470178,featureless,432,PJ,
controls.between.sites,same,1,PP,,124,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000678331324030123,featureless,442,PP,
controls.between.sites,same,1,glacier_forefield,,125,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,3.39132900950393e-05,featureless,77,glacier_forefield,
controls.between.sites,same,1,litchfield_island,,126,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,3.64793730693278e-05,featureless,105,litchfield_island,
controls.between.sites,same,2,GL,,127,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000266974917630154,featureless,356,GL,
controls.between.sites,same,2,MC,,128,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000327828423771381,featureless,312,MC,
controls.between.sites,same,2,PJ,,129,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.0003743820601569,featureless,432,PJ,
controls.between.sites,same,2,PP,,130,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000589872645068735,featureless,442,PP,
controls.between.sites,same,2,glacier_forefield,,131,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.9075588689913e-05,featureless,77,glacier_forefield,
controls.between.sites,same,2,litchfield_island,,132,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,3.25589410667033e-05,featureless,105,litchfield_island,
controls.between.sites,same,3,GL,,133,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000274762526163795,featureless,356,GL,
controls.between.sites,same,3,MC,,134,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000259306421396982,featureless,312,MC,
controls.between.sites,same,3,PJ,,135,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000355043191357045,featureless,432,PJ,
controls.between.sites,same,3,PP,,136,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000530260008867418,featureless,442,PP,
controls.between.sites,same,3,glacier_forefield,,137,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.31110245246656e-05,featureless,77,glacier_forefield,
controls.between.sites,same,3,litchfield_island,,138,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.06868432330085e-05,featureless,105,litchfield_island,
controls.between.sites,same,4,GL,,139,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000224068834664379,featureless,356,GL,
controls.between.sites,same,4,MC,,140,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000237725092244184,featureless,312,MC,
controls.between.sites,same,4,PJ,,141,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000219116419339617,featureless,432,PJ,
controls.between.sites,same,4,PP,,142,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000459077714798446,featureless,442,PP,
controls.between.sites,same,4,glacier_forefield,,143,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.33132798255714e-05,featureless,77,glacier_forefield,
controls.between.sites,same,4,litchfield_island,,144,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,3.31473856084734e-05,featureless,104,litchfield_island,
controls.between.sites,same,5,GL,,145,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000254150333642076,featureless,356,GL,
controls.between.sites,same,5,MC,,146,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000241291797940918,featureless,312,MC,
controls.between.sites,same,5,PJ,,147,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000350979347333384,featureless,432,PJ,
controls.between.sites,same,5,PP,,148,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000618461624960753,featureless,442,PP,
controls.between.sites,same,5,glacier_forefield,,149,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.82345614082435e-05,featureless,77,glacier_forefield,
controls.between.sites,same,5,litchfield_island,,150,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.86502535618371e-05,featureless,104,litchfield_island,
controls.between.sites,same,6,GL,,151,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000274852664990231,featureless,356,GL,
controls.between.sites,same,6,MC,,152,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.00032773565875979,featureless,312,MC,
controls.between.sites,same,6,PJ,,153,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000210144635390768,featureless,432,PJ,
controls.between.sites,same,6,PP,,154,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000536950081041418,featureless,442,PP,
controls.between.sites,same,6,glacier_forefield,,155,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.75118445015941e-05,featureless,77,glacier_forefield,
controls.between.sites,same,6,litchfield_island,,156,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,3.25547275451116e-05,featureless,104,litchfield_island,
controls.between.sites,same,7,GL,,157,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000299711600970454,featureless,356,GL,
controls.between.sites,same,7,MC,,158,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000248148314129405,featureless,312,MC,
controls.between.sites,same,7,PJ,,159,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000202671855801082,featureless,432,PJ,
controls.between.sites,same,7,PP,,160,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.00052554555404258,featureless,442,PP,
controls.between.sites,same,7,glacier_forefield,,161,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.92858193143843e-05,featureless,77,glacier_forefield,
controls.between.sites,same,7,litchfield_island,,162,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.94622757016796e-05,featureless,104,litchfield_island,
controls.between.sites,same,8,GL,,163,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000294237526895877,featureless,356,GL,
controls.between.sites,same,8,MC,,164,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000235991604025001,featureless,312,MC,
controls.between.sites,same,8,PJ,,165,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000251447906432677,featureless,431,PJ,
controls.between.sites,same,8,PP,,166,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000549851033077806,featureless,442,PP,
controls.between.sites,same,8,glacier_forefield,,167,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.38057014625922e-05,featureless,76,glacier_forefield,
controls.between.sites,same,8,litchfield_island,,168,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.92990586234068e-05,featureless,104,litchfield_island,
controls.between.sites,same,9,GL,,169,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000233947801749328,featureless,356,GL,
controls.between.sites,same,9,MC,,170,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000276213876804448,featureless,312,MC,
controls.between.sites,same,9,PJ,,171,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000272073029725191,featureless,431,PJ,
controls.between.sites,same,9,PP,,172,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000680857596390168,featureless,441,PP,
controls.between.sites,same,9,glacier_forefield,,173,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.34786401398202e-05,featureless,76,glacier_forefield,
controls.between.sites,same,9,litchfield_island,,174,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.00508180645451e-05,featureless,104,litchfield_island,
controls.between.sites,same,10,GL,,175,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000249528996992097,featureless,356,GL,
controls.between.sites,same,10,MC,,176,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000240189254838591,featureless,312,MC,
controls.between.sites,same,10,PJ,,177,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000309289376195035,featureless,431,PJ,
controls.between.sites,same,10,PP,,178,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,0.000459867913147316,featureless,441,PP,
controls.between.sites,same,10,glacier_forefield,,179,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.26205292891013e-05,featureless,76,glacier_forefield,
controls.between.sites,same,10,litchfield_island,,180,1ca2472f-9d8d-4ec7-b1d4-2bf199989a07,2,qsip_pc2_all_new_controls.between.sites,regr.featureless,same_other_cv,2.95527050749154e-05,featureless,104,litchfield_island,
control.vs.carbon.additions,all,1,C,,1,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.00039220891830092,cv_glmnet,2322,,C
control.vs.carbon.additions,all,1,CN,,2,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000519861982126242,cv_glmnet,2044,,CN
control.vs.carbon.additions,all,1,control,,3,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000350581010799385,cv_glmnet,1723,,control
control.vs.carbon.additions,all,2,C,,4,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000346924663838144,cv_glmnet,2322,,C
control.vs.carbon.additions,all,2,CN,,5,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000522031970698817,cv_glmnet,2044,,CN
control.vs.carbon.additions,all,2,control,,6,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000364843870893931,cv_glmnet,1723,,control
control.vs.carbon.additions,all,3,C,,7,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000384682707344392,cv_glmnet,2322,,C
control.vs.carbon.additions,all,3,CN,,8,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000508664639814359,cv_glmnet,2044,,CN
control.vs.carbon.additions,all,3,control,,9,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000325895468596298,cv_glmnet,1723,,control
control.vs.carbon.additions,all,4,C,,10,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.000334766561815081,cv_glmnet,2322,,C
control.vs.carbon.additions,all,4,CN,,11,48bc6c27-d46f-423c-ab48-d9535a1ac196,1,qsip_pc2_all_new_control.vs.carbon.additions,regr.cv_glmnet,same_other_cv,0.00043064184168722,cv_glmnet,2044,,CN
